EV	DWSIM.Interfaces.Enums.ReactionBasis	MolarFrac	4
EV	DWSIM.Interfaces.Enums.ReactionBasis	MassFrac	5
EV	DWSIM.Interfaces.Enums.ReactionBasis	PartialPress	6
EV	DWSIM.Interfaces.Enums.ReactionPhase	Liquid	0
EV	DWSIM.Interfaces.Enums.ReactionPhase	Vapor	1
EV	DWSIM.Interfaces.Enums.ReactionPhase	Mixture	2
EV	DWSIM.Interfaces.Enums.ReactionPhase	Solid	3
EV	DWSIM.Interfaces.Enums.ReactionPhase	Liquid_Solid	4
EV	DWSIM.Interfaces.Enums.ReactionPhase	Vapor_Solid	5
EV	DWSIM.Interfaces.Enums.ReactionKineticType	Arrhenius	0
EV	DWSIM.Interfaces.Enums.ReactionKineticType	UserDefined	1
EV	DWSIM.Interfaces.Enums.ReactionKinetics	Expression	0
EV	DWSIM.Interfaces.Enums.ReactionKinetics	PythonScript	1
EV	DWSIM.Interfaces.Enums.KOpt	Gibbs	0
EV	DWSIM.Interfaces.Enums.KOpt	Expression	1
EV	DWSIM.Interfaces.Enums.KOpt	Constant	2
EV	DWSIM.Interfaces.Enums.WarningType	Ignore	0
EV	DWSIM.Interfaces.Enums.WarningType	ShowWarning	1
EV	DWSIM.Interfaces.Enums.WarningType	RaiseError	2
EV	DWSIM.Interfaces.Enums.ListPosition	Top	0
EV	DWSIM.Interfaces.Enums.ListPosition	TopRight	1
EV	DWSIM.Interfaces.Enums.ListPosition	Right	2
EV	DWSIM.Interfaces.Enums.ListPosition	RightBottom	3
EV	DWSIM.Interfaces.Enums.ListPosition	Bottom	4
EV	DWSIM.Interfaces.Enums.ListPosition	BottomLeft	5
EV	DWSIM.Interfaces.Enums.ListPosition	Left	6
EV	DWSIM.Interfaces.Enums.ListPosition	LeftTop	7
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Streams	0
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	PressureChangers	1
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Separators	2
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	MixersSplitters	3
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Exchangers	4
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Reactors	5
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Columns	6
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Solids	7
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	CAPEOPEN	8
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	UserModels	9
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Logical	10
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Other	11
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Indicators	12
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Controllers	13
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Switches	14
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Inputs	15
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	None	16
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	CleanPowerSources	17
EV	DWSIM.Interfaces.Enums.SimulationObjectClass	Electrolyzers	18
EV	DWSIM.Interfaces.Enums.ReportItemType	Label	0
EV	DWSIM.Interfaces.Enums.ReportItemType	Description	1
EV	DWSIM.Interfaces.Enums.ReportItemType	TripleColumn	2
EV	DWSIM.Interfaces.Enums.ReportItemType	DoubleColumn	3
EV	DWSIM.Interfaces.Enums.ReportItemType	SingleColumn	4
EV	DWSIM.Interfaces.Enums.ReportType	PlainText	0
EV	DWSIM.Interfaces.Enums.ReportType	RichText	1
EV	DWSIM.Interfaces.Enums.ReportType	Structured	2
EV	DWSIM.Interfaces.Enums.CompoundOrdering	AsAdded	0
EV	DWSIM.Interfaces.Enums.CompoundOrdering	Name_ASC	1
EV	DWSIM.Interfaces.Enums.CompoundOrdering	Name_DESC	2
EV	DWSIM.Interfaces.Enums.CompoundOrdering	NBP_ASC	3
EV	DWSIM.Interfaces.Enums.CompoundOrdering	NBP_DESC	4
EV	DWSIM.Interfaces.Enums.CompoundOrdering	MW_ASC	5
EV	DWSIM.Interfaces.Enums.CompoundOrdering	MW_DESC	6
EV	DWSIM.Interfaces.Enums.CompoundOrdering	CAS_ASC	7
EV	DWSIM.Interfaces.Enums.CompoundOrdering	CAS_DESC	8
EV	DWSIM.Interfaces.Enums.CompoundOrdering	TAG_ASC	9
EV	DWSIM.Interfaces.Enums.CompoundOrdering	TAG_DESC	10
EV	DWSIM.Interfaces.Enums.ChartType	TwoDimensionalScatter	0
EV	DWSIM.Interfaces.Enums.ChartType	Pie	1
EV	DWSIM.Interfaces.Enums.ChartType	HorizontalBars	2
EV	DWSIM.Interfaces.Enums.ChartType	VerticalBars	3
EV	DWSIM.Interfaces.Enums.ChartSource	SpreadsheetRange	0
EV	DWSIM.Interfaces.Enums.ChartSource	FlowsheetObject	1
EV	DWSIM.Interfaces.Enums.ExtenderLevel	MainWindow	0
EV	DWSIM.Interfaces.Enums.ExtenderLevel	FlowsheetWindow	1
EV	DWSIM.Interfaces.Enums.ExtenderCategory	File	0
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Edit	1
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Settings	2
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Tools	3
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Utilities	4
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Dynamics	5
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Optimization	6
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Results	7
EV	DWSIM.Interfaces.Enums.ExtenderCategory	View	8
EV	DWSIM.Interfaces.Enums.ExtenderCategory	Help	9
EV	DWSIM.Interfaces.Enums.ExtenderCategory	NewItem	10
EV	DWSIM.Interfaces.Enums.ExtenderCategory	FlowsheetSurfaceSelected	11
EV	DWSIM.Interfaces.Enums.ExtenderCategory	FlowsheetSurfaceNotSelected	12
EV	DWSIM.Interfaces.Enums.ExtenderCategory	ToolStrip	13
EV	DWSIM.Interfaces.Enums.ExtenderCategory	InitializationScript	14
EV	DWSIM.Interfaces.Enums.ExternalSolverCategory	LinearSystem	0
EV	DWSIM.Interfaces.Enums.ExternalSolverCategory	NonLinearSystem	1
EV	DWSIM.Interfaces.Enums.ExternalSolverCategory	NonLinearMinimization	2
EV	DWSIM.Interfaces.Enums.ExternalSolverCategory	OrdinaryDifferentialEquations	3
EV	DWSIM.Interfaces.Enums.SpecCalcMode	AfterSourceObject	0
EV	DWSIM.Interfaces.Enums.SpecCalcMode	BeforeTargetObject	1
EV	DWSIM.Interfaces.Enums.SpecCalcMode	BeforeFlowsheet	2
EV	DWSIM.Interfaces.Enums.SpecCalcMode	AfterFlowsheet	3
EV	DWSIM.Interfaces.Enums.SpecCalcMode2	GlobalSetting	0
EV	DWSIM.Interfaces.Enums.SpecCalcMode2	AfterSourceObject	1
EV	DWSIM.Interfaces.Enums.SpecCalcMode2	BeforeTargetObject	2
EV	DWSIM.Interfaces.Enums.SpecCalcMode2	BeforeFlowsheet	3
EV	DWSIM.Interfaces.Enums.SpecCalcMode2	AfterFlowsheet	4
EV	DWSIM.Interfaces.Enums.SpecCalcMode2	AfterObject	5
EV	DWSIM.Interfaces.Enums.SpecCalcMode2	BeforeObject	6
EV	DWSIM.Interfaces.Enums.DimensionName	NotDefined	0
EV	DWSIM.Interfaces.Enums.DimensionName	Length	1
EV	DWSIM.Interfaces.Enums.DimensionName	Diameter	2
EV	DWSIM.Interfaces.Enums.DimensionName	Height	3
EV	DWSIM.Interfaces.Enums.DimensionName	Area	4
EV	DWSIM.Interfaces.Enums.DimensionName	Volume	5
EV	DWSIM.Interfaces.Enums.DimensionName	Flow	6
EV	DWSIM.Interfaces.Enums.DimensionName	MassFlow	7
EV	DWSIM.Interfaces.Enums.DimensionName	Head	8
EV	DWSIM.Interfaces.Enums.DimensionName	Efficiency	9
EV	DWSIM.Interfaces.Enums.DimensionName	Power	10
EV	DWSIM.Interfaces.Enums.DimensionName	HeatDuty	11
EV	DWSIM.Interfaces.Enums.DimensionName	Pressure	12
EV	DWSIM.Interfaces.Enums.DimensionName	PressureDifference	13
EV	DWSIM.Interfaces.Enums.DimensionName	NumberOfTubes	14
EV	DWSIM.Interfaces.Enums.DimensionName	NumberofPackings	15
EV	DWSIM.Interfaces.Enums.DimensionName	NumberOfSections	16
EV	DWSIM.Interfaces.Enums.DimensionName	NumberOfTrays	17
