object_type,status,clr_class,param_id,id_style,unit,default
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,PROP_AC_0,opaque,Pa,101325.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,PROP_AC_1,opaque,Pa,101325.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,PROP_AC_2,opaque,,12.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_1,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_2,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_3,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_4,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_5,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_6,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_7,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_8,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_9,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_10,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_11,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Stage_Efficiency_12,named,,1.0
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Estimated Height,named,mm,nan
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Estimated Diameter,named,mm,nan
AbsorptionColumn,OK,DWSIM.UnitOperations.UnitOperations.AbsorptionColumn,Number of Stages,named,,12.0
AirCooler2,ADD_ERR,,,,,
AnalogGauge,OK,DWSIM.UnitOperations.UnitOperations.AnalogGauge,Monitored Value,named,,nan
CapeOpenUO,ADD_ERR,,,,,
ComponentSeparator,OK,DWSIM.UnitOperations.UnitOperations.ComponentSeparator,PROP_CP_0,opaque,kW,0.0
ComponentSeparator,OK,DWSIM.UnitOperations.UnitOperations.ComponentSeparator,SpecifiedStreamIndex,named,,0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PROP_CO_0,opaque,Pa,0.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PROP_CO_1,opaque,%,75.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PROP_CO_2,opaque,K.,0.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PROP_CO_3,opaque,kW,0.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PROP_CO_4,opaque,Pa,101325.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PolytropicEfficiency,named,%,75.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,AdiabaticCoefficient,named,,0.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PolytropicCoefficient,named,,0.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,AdiabaticHead,named,m,0.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PolytropicHead,named,m,0.0
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,RotationSpeed,named,rpm,1500
Compressor,OK,DWSIM.UnitOperations.UnitOperations.Compressor,PressureRatio,named,,nan
CompressorExpander,ADD_ERR,,,,,
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,Active,named,,True
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,ManualOverride,named,,False
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,LastError,named,,0.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,CurrentError,named,,0.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,CumulativeError,named,,0.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,SetPointAbs,named,,1.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,Kp,named,,10.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,Ki,named,,2.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,Kd,named,,2.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,Output,named,,0.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,OutputMin,named,,-1000.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,OutputMax,named,,1000.0
Controller_PID,OK,DWSIM.UnitOperations.SpecialOps.PIDController,OutputAbs,named,,0.0
Controller_Python,OK,DWSIM.UnitOperations.SpecialOps.PythonController,Active,named,,True
Controller_Python,OK,DWSIM.UnitOperations.SpecialOps.PythonController,SetPoint,named,,0.0
Controller_Python,OK,DWSIM.UnitOperations.SpecialOps.PythonController,Output,named,,0.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,Flow Conductance,named,[kg/s]/[Pa^0.5],1.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,Volume,named,m3,1.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,Minimum Pressure,named,Pa,101325.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,Initialize using Inlet Stream,named,,-1.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,Reset Content,named,,0.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,PROP_CL_0,opaque,Pa,0.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,PROP_CL_1,opaque,,100.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,PROP_CL_2,opaque,K,298.14999999999998
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,PROP_CL_3,opaque,kW,0.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,PROP_CL_4,opaque,,0.0
Cooler,OK,DWSIM.UnitOperations.UnitOperations.Cooler,PROP_CL_5,opaque,K.,0.0
CustomUO,OK_NO_PROPS,DWSIM.UnitOperations.UnitOperations.CustomUO,,,,
DigitalGauge,OK,DWSIM.UnitOperations.UnitOperations.DigitalGauge,Monitored Value,named,,nan
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,PROP_DC_2,opaque,Pa,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,PROP_DC_5,opaque,kW,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,PROP_DC_6,opaque,kW,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,PROP_DC_7,opaque,,12
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,PROP_DC_8,opaque,Pa,nan
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_1,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_2,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_3,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_4,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_5,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_6,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_7,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_8,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_9,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_10,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_11,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Pressure_12,named,Pa,101325.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_1,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_2,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_3,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_4,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_5,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_6,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_7,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_8,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_9,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_10,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_11,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Efficiency_12,named,,1.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_1,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_2,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_3,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_4,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_5,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_6,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_7,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_8,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_9,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_10,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_11,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Stage_Temperature_12,named,K,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Condenser_Specification_Value,named,,5.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Reboiler_Specification_Value,named,,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Global_Stage_Efficiency,named,,N/D
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Condenser_Calculated_Value,named,,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Reboiler_Calculated_Value,named,,0.0
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Estimated Height,named,mm,nan
DistillationColumn,OK,DWSIM.UnitOperations.UnitOperations.DistillationColumn,Estimated Diameter,named,mm,nan
Dummy,ADD_ERR,,,,,
EnergyMixer,ADD_ERR,,,,,
EnergyStream,OK,DWSIM.UnitOperations.Streams.EnergyStream,PROP_ES_0,opaque,kW,0.0
ExcelUO,OK,DWSIM.UnitOperations.UnitOperations.ExcelUO,Calc_dQ,named,kW,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PROP_TU_0,opaque,Pa,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PROP_TU_1,opaque,%,75.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PROP_TU_2,opaque,K.,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PROP_TU_3,opaque,kW,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PROP_TU_4,opaque,Pa,101325.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PolytropicEfficiency,named,%,75.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,AdiabaticCoefficient,named,,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PolytropicCoefficient,named,,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,AdiabaticHead,named,m,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PolytropicHead,named,m,0.0
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,RotationSpeed,named,rpm,1500
Expander,OK,DWSIM.UnitOperations.UnitOperations.Expander,PressureRatio,named,,nan
External,ADD_ERR,,,,,
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_0,opaque,kW,0.0
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_1,opaque,m2,1.0
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_2,opaque,%,0.0
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_3,opaque,s,300.0
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_4,opaque,m-1,1.0000000000000001e-09
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_5,opaque,m/kg,10000000000.0
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_6,opaque,,0.29999999999999999
Filter,OK,DWSIM.UnitOperations.UnitOperations.Filter,PROP_FT_7,opaque,Pa,0.0
FlowsheetUO,OK_NO_PROPS,DWSIM.UnitOperations.UnitOperations.Flowsheet,,,,
GO_Animation,ADD_ERR,,,,,
GO_Button,ADD_ERR,,,,,
GO_Chart,ADD_ERR,,,,,
GO_FloatingTable,ADD_ERR,,,,,
GO_HTMLText,ADD_ERR,,,,,
GO_Image,ADD_ERR,,,,,
GO_InputControl,ADD_ERR,,,,,
GO_MasterTable,ADD_ERR,,,,,
GO_Rectangle,ADD_ERR,,,,,
GO_SpreadsheetTable,ADD_ERR,,,,,
GO_Table,ADD_ERR,,,,,
GO_Text,ADD_ERR,,,,,
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Cold Fluid Flow Conductance,named,[kg/s]/[Pa^0.5],1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Hot Fluid Flow Conductance,named,[kg/s]/[Pa^0.5],1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Volume for Cold Fluid,named,m3,1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Volume for Hot Fluid,named,m3,1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Cold Side Pressure,named,Pa,101325.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Hot Side Pressure,named,Pa,101325.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Minimum Pressure,named,Pa,101325.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Initialize using Inlet Streams,named,,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,Reset Contents,named,,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_0,opaque,W/[m2.K],1000.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_1,opaque,m2,1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_2,opaque,kW,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_3,opaque,K,298.14999999999998
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_4,opaque,K,298.14999999999998
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_5,opaque,mm,500.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_6,opaque,K.m2/W,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_7,opaque,%,20.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_8,opaque,,1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_9,opaque,mm,250.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_10,opaque,mm,50.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_11,opaque,mm,60.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_12,opaque,m,5.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_13,opaque,K.m2/W,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_14,opaque,,2.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_15,opaque,,50.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_16,opaque,mm,70.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_17,opaque,K.m2/W,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_18,opaque,,1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_19,opaque,K.,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_20,opaque,K.m2/W,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_21,opaque,K.m2/W,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_22,opaque,K.m2/W,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_23,opaque,,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_24,opaque,,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_25,opaque,%,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_26,opaque,kW,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_27,opaque,K.,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_28,opaque,kW,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_29,opaque,,1.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_30,opaque,,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_31,opaque,,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_32,opaque,Pa,0.0
HeatExchanger,OK,DWSIM.UnitOperations.UnitOperations.HeatExchanger,PROP_HX_33,opaque,Pa,0.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,Flow Conductance,named,[kg/s]/[Pa^0.5],1.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,Volume,named,m3,1.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,Minimum Pressure,named,Pa,101325.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,Initialize using Inlet Stream,named,,-1.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,Reset Content,named,,0.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,PROP_HT_0,opaque,Pa,0.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,PROP_HT_1,opaque,,100.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,PROP_HT_2,opaque,K,298.14999999999998
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,PROP_HT_3,opaque,kW,0.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,PROP_HT_4,opaque,,0.0
Heater,OK,DWSIM.UnitOperations.UnitOperations.Heater,PROP_HT_5,opaque,K.,0.0
HeaterCooler,ADD_ERR,,,,,
HydroelectricTurbine,OK,DWSIM.UnitOperations.UnitOperations.HydroelectricTurbine,Efficiency,named,,75.0
HydroelectricTurbine,OK,DWSIM.UnitOperations.UnitOperations.HydroelectricTurbine,Static Head,named,m,1.0
HydroelectricTurbine,OK,DWSIM.UnitOperations.UnitOperations.HydroelectricTurbine,Velocity Head,named,m,1.0
HydroelectricTurbine,OK,DWSIM.UnitOperations.UnitOperations.HydroelectricTurbine,Total Head,named,m,0.0
HydroelectricTurbine,OK,DWSIM.UnitOperations.UnitOperations.HydroelectricTurbine,Inlet Velocity,named,m/s,1.0
HydroelectricTurbine,OK,DWSIM.UnitOperations.UnitOperations.HydroelectricTurbine,Outlet Velocity,named,m/s,0.5
HydroelectricTurbine,OK,DWSIM.UnitOperations.UnitOperations.HydroelectricTurbine,Generated Power,named,kW,0.0
Input,OK_NO_PROPS,DWSIM.UnitOperations.UnitOperations.Input,,,,
LevelGauge,OK,DWSIM.UnitOperations.UnitOperations.LevelGauge,Monitored Value,named,,nan
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_0,opaque,K,298.14999999999998
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_1,opaque,Pa,101325.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_2,opaque,kg/s,1.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_3,opaque,mol/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_4,opaque,m3/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_5,opaque,kg/m3,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_6,opaque,kg/kmol,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_7,opaque,kJ/kg,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_8,opaque,kJ/[kg.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_9,opaque,kJ/kmol,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_10,opaque,kJ/[kmol.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_11,opaque,W/[m.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_12,opaque,kg/m3,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_13,opaque,kg/kmol,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_14,opaque,kJ/kg,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_15,opaque,kJ/[kg.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_16,opaque,kJ/kmol,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_17,opaque,kJ/[kmol.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_18,opaque,W/[m.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_19,opaque,m2/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_20,opaque,Pa.s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_21,opaque,kJ/[kg.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_22,opaque,,nan
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_23,opaque,kg/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_24,opaque,mol/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_25,opaque,m3/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_26,opaque,,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_27,opaque,,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_28,opaque,,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_29,opaque,,nan
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_30,opaque,kg/m3,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_31,opaque,kg/kmol,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_32,opaque,kJ/kg,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_33,opaque,kJ/[kg.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_34,opaque,kJ/kmol,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_35,opaque,kJ/[kmol.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_36,opaque,W/[m.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_37,opaque,m2/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_38,opaque,Pa.s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_39,opaque,kJ/[kg.K],0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_40,opaque,,nan
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_41,opaque,kg/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_42,opaque,mol/s,0.0
MaterialStream,OK,DWSIM.Thermodynamics.Streams.MaterialStream,PROP_MS_43,opaque,m3/s,0.0
